datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,DHI,DNI,Temperature,Dew Point,Wind Speed,Wind Direction,Relative Humidity,Pressure,Surface solar radiation downwards
2018-01-15 16:00:00,339.7455,221.1132,159.0829,62.0303,642.7621,157.4466,89.3316,282.4709,13.079859999999996,3.1271600000000035,5.094049875903392,36.83553940861675,50.82339979633485,1020.4931,1223296.0
2018-01-15 17:00:00,84.0038,39.8843,20.395,19.4893,197.2212,39.8843,19.4893,197.2212,11.824820000000043,3.449980000000039,3.5276969010441204,40.58849918534272,56.46221303298855,1021.2494,562304.0
2018-01-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05462,3.0913600000000088,2.357084259932432,47.82266725215136,61.92008593608407,1021.7644,119936.0
2018-01-15 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.581080000000044,3.438500000000033,2.3293459392495395,35.05459253516303,65.50574374436981,1022.6225,0.0
2018-01-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.198800000000006,3.2778600000000324,2.815494632709821,34.94195566412189,71.1052289358715,1023.04875,0.0
2018-01-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.287560000000042,3.2398300000000404,3.2144186758937687,24.49840544293707,75.45953934983564,1023.97125,0.0
2018-01-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84295000000003,3.697750000000042,3.325398440383836,24.4992849868877,80.35038058564817,1024.0281,0.0
2018-01-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.212370000000021,3.7125500000000216,2.9659374483432064,35.6748805853725,84.00315788391364,1024.5,0.0
2018-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.761560000000031,3.452300000000037,2.857043969861033,39.17288460696951,85.08715220801949,1024.67,0.0
2018-01-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.589500000000044,3.5393300000000067,2.738923654519976,39.92372541424018,86.63864845986573,1024.13875,0.0
